author,title,rating,description,source,buy_link
J.R.R. Tolkien,"The Return of the King (The Lord of the Rings, #3)",4.51,Book by J.R.R. Tolkien,goodbooks,"https://www.amazon.in/s?k=The+Return+of+the+King+(The+Lord+of+the+Rings,+#3)"
"Albert Camus, Matthew    Ward",The Stranger,3.96,"Book by Albert Camus, Matthew    Ward",goodbooks,https://www.amazon.in/s?k=The+Stranger
Rick Riordan,"The Lost Hero (The Heroes of Olympus, #1)",4.35,Book by Rick Riordan,goodbooks,"https://www.amazon.in/s?k=The+Lost+Hero+(The+Heroes+of+Olympus,+#1)"
Rainbow Rowell,Eleanor & Park,4.11,Book by Rainbow Rowell,goodbooks,https://www.amazon.in/s?k=Eleanor+&+Park
George R.R. Martin,"A Feast for Crows (A Song of Ice and Fire, #4)",4.1,Book by George R.R. Martin,goodbooks,"https://www.amazon.in/s?k=A+Feast+for+Crows+(A+Song+of+Ice+and+Fire,+#4)"
Ally Condie,"Matched (Matched, #1)",3.68,Book by Ally Condie,goodbooks,"https://www.amazon.in/s?k=Matched+(Matched,+#1)"
Neil Gaiman,"American Gods (American Gods, #1)",4.11,Book by Neil Gaiman,goodbooks,"https://www.amazon.in/s?k=American+Gods+(American+Gods,+#1)"
"Stephen King, Bernie Wrightson",The Stand,4.34,"Book by Stephen King, Bernie Wrightson",goodbooks,https://www.amazon.in/s?k=The+Stand
Nicholas Sparks,The Last Song,4.14,Book by Nicholas Sparks,goodbooks,https://www.amazon.in/s?k=The+Last+Song
Dan Brown,Digital Fortress,3.6,Book by Dan Brown,goodbooks,https://www.amazon.in/s?k=Digital+Fortress
"Jane Austen, Fiona Stafford",Emma,3.99,"Book by Jane Austen, Fiona Stafford",goodbooks,https://www.amazon.in/s?k=Emma
"Leo Tolstoy, Louise Maude, Leo Tolstoj, Aylmer Maude",Anna Karenina,4.02,"Book by Leo Tolstoy, Louise Maude, Leo Tolstoj, Aylmer Maude",goodbooks,https://www.amazon.in/s?k=Anna+Karenina
Anthony Burgess,A Clockwork Orange,3.98,Book by Anthony Burgess,goodbooks,https://www.amazon.in/s?k=A+Clockwork+Orange
William Paul Young,The Shack,3.74,Book by William Paul Young,goodbooks,https://www.amazon.in/s?k=The+Shack
Rick Riordan,"The Last Olympian (Percy Jackson and the Olympians, #5)",4.5,Book by Rick Riordan,goodbooks,"https://www.amazon.in/s?k=The+Last+Olympian+(Percy+Jackson+and+the+Olympians,+#5)"
Stephen King,It,4.18,Book by Stephen King,goodbooks,https://www.amazon.in/s?k=It
"Fyodor Dostoyevsky, David McDuff",Crime and Punishment,4.18,"Book by Fyodor Dostoyevsky, David McDuff",goodbooks,https://www.amazon.in/s?k=Crime+and+Punishment
Sylvia Plath,The Bell Jar,3.98,Book by Sylvia Plath,goodbooks,https://www.amazon.in/s?k=The+Bell+Jar
Frank McCourt,"Angela's Ashes (Frank McCourt, #1)",4.07,Book by Frank McCourt,goodbooks,"https://www.amazon.in/s?k=Angela's+Ashes+(Frank+McCourt,+#1)"
"Hermann Hesse, Hilda Rosner",Siddhartha,3.99,"Book by Hermann Hesse, Hilda Rosner",goodbooks,https://www.amazon.in/s?k=Siddhartha
Truman Capote,In Cold Blood,4.05,Book by Truman Capote,goodbooks,https://www.amazon.in/s?k=In+Cold+Blood
"Kami Garcia, Margaret Stohl","Beautiful Creatures (Caster Chronicles, #1)",3.76,"Book by Kami Garcia, Margaret Stohl",goodbooks,"https://www.amazon.in/s?k=Beautiful+Creatures+(Caster+Chronicles,+#1)"
Cassandra Clare,"Clockwork Angel (The Infernal Devices, #1)",4.33,Book by Cassandra Clare,goodbooks,"https://www.amazon.in/s?k=Clockwork+Angel+(The+Infernal+Devices,+#1)"
"Roald Dahl, Quentin Blake",Matilda,4.29,"Book by Roald Dahl, Quentin Blake",goodbooks,https://www.amazon.in/s?k=Matilda
Erin Morgenstern,The Night Circus,4.03,Book by Erin Morgenstern,goodbooks,https://www.amazon.in/s?k=The+Night+Circus
Philippa Gregory,"The Other Boleyn Girl (The Plantagenet and Tudor Novels, #9)",4.04,Book by Philippa Gregory,goodbooks,"https://www.amazon.in/s?k=The+Other+Boleyn+Girl+(The+Plantagenet+and+Tudor+Novels,+#9)"
Scott Westerfeld,"Uglies (Uglies, #1)",3.86,Book by Scott Westerfeld,goodbooks,"https://www.amazon.in/s?k=Uglies+(Uglies,+#1)"
George R.R. Martin,"A Dance with Dragons (A Song of Ice and Fire, #5)",4.31,Book by George R.R. Martin,goodbooks,"https://www.amazon.in/s?k=A+Dance+with+Dragons+(A+Song+of+Ice+and+Fire,+#5)"
J.R.R. Tolkien,"The Lord of the Rings (The Lord of the Rings, #1-3)",4.47,Book by J.R.R. Tolkien,goodbooks,"https://www.amazon.in/s?k=The+Lord+of+the+Rings+(The+Lord+of+the+Rings,+#1-3)"
Cheryl Strayed,Wild: From Lost to Found on the Pacific Crest Trail,3.96,Book by Cheryl Strayed,goodbooks,https://www.amazon.in/s?k=Wild:+From+Lost+to+Found+on+the+Pacific+Crest+Trail
"Alan Moore, Dave Gibbons, John Higgins",Watchmen,4.35,"Book by Alan Moore, Dave Gibbons, John Higgins",goodbooks,https://www.amazon.in/s?k=Watchmen
Patrick Rothfuss,"The Name of the Wind (The Kingkiller Chronicle, #1)",4.55,Book by Patrick Rothfuss,goodbooks,"https://www.amazon.in/s?k=The+Name+of+the+Wind+(The+Kingkiller+Chronicle,+#1)"
Malcolm Gladwell,Outliers: The Story of Success,4.11,Book by Malcolm Gladwell,goodbooks,https://www.amazon.in/s?k=Outliers:+The+Story+of+Success
"Herman Melville, Andrew Delbanco, Tom Quirk","Moby-Dick or, The Whale",3.46,"Book by Herman Melville, Andrew Delbanco, Tom Quirk",goodbooks,"https://www.amazon.in/s?k=Moby-Dick+or,+The+Whale"
"Mary Ann Shaffer, Annie Barrows",The Guernsey Literary and Potato Peel Pie Society,4.12,"Book by Mary Ann Shaffer, Annie Barrows",goodbooks,https://www.amazon.in/s?k=The+Guernsey+Literary+and+Potato+Peel+Pie+Society
Chuck Palahniuk,Fight Club,4.2,Book by Chuck Palahniuk,goodbooks,https://www.amazon.in/s?k=Fight+Club
Charlaine Harris,"Dead Until Dark (Sookie Stackhouse, #1)",3.96,Book by Charlaine Harris,goodbooks,"https://www.amazon.in/s?k=Dead+Until+Dark+(Sookie+Stackhouse,+#1)"
Alice Walker,The Color Purple,4.17,Book by Alice Walker,goodbooks,https://www.amazon.in/s?k=The+Color+Purple
John Grogan,Marley and Me: Life and Love With the World's Worst Dog,4.12,Book by John Grogan,goodbooks,https://www.amazon.in/s?k=Marley+and+Me:+Life+and+Love+With+the+World's+Worst+Dog
Agatha Christie,And Then There Were None,4.23,Book by Agatha Christie,goodbooks,https://www.amazon.in/s?k=And+Then+There+Were+None
Dan Brown,"The Lost Symbol (Robert Langdon, #3)",3.66,Book by Dan Brown,goodbooks,"https://www.amazon.in/s?k=The+Lost+Symbol+(Robert+Langdon,+#3)"
Becca Fitzpatrick,"Hush, Hush (Hush, Hush, #1)",4.0,Book by Becca Fitzpatrick,goodbooks,"https://www.amazon.in/s?k=Hush,+Hush+(Hush,+Hush,+#1)"
Jamie McGuire,"Beautiful Disaster (Beautiful, #1)",4.15,Book by Jamie McGuire,goodbooks,"https://www.amazon.in/s?k=Beautiful+Disaster+(Beautiful,+#1)"
Charles Dickens,A Christmas Carol,4.02,Book by Charles Dickens,goodbooks,https://www.amazon.in/s?k=A+Christmas+Carol
Anne Rice,"Interview with the Vampire (The Vampire Chronicles, #1)",3.97,Book by Anne Rice,goodbooks,"https://www.amazon.in/s?k=Interview+with+the+Vampire+(The+Vampire+Chronicles,+#1)"
Kiera Cass,"The Selection (The Selection, #1)",4.15,Book by Kiera Cass,goodbooks,"https://www.amazon.in/s?k=The+Selection+(The+Selection,+#1)"
Janet Evanovich,"One for the Money (Stephanie Plum, #1)",4.03,Book by Janet Evanovich,goodbooks,"https://www.amazon.in/s?k=One+for+the+Money+(Stephanie+Plum,+#1)"
Rebecca Skloot,The Immortal Life of Henrietta Lacks,4.04,Book by Rebecca Skloot,goodbooks,https://www.amazon.in/s?k=The+Immortal+Life+of+Henrietta+Lacks
Thomas Harris,"The Silence of the Lambs  (Hannibal Lecter, #2)",4.14,Book by Thomas Harris,goodbooks,"https://www.amazon.in/s?k=The+Silence+of+the+Lambs+(Hannibal+Lecter,+#2)"
Richelle Mead,"Vampire Academy (Vampire Academy, #1)",4.14,Book by Richelle Mead,goodbooks,"https://www.amazon.in/s?k=Vampire+Academy+(Vampire+Academy,+#1)"
Malcolm Gladwell,Blink: The Power of Thinking Without Thinking,3.89,Book by Malcolm Gladwell,goodbooks,https://www.amazon.in/s?k=Blink:+The+Power+of+Thinking+Without+Thinking
Ian McEwan,Atonement,3.88,Book by Ian McEwan,goodbooks,https://www.amazon.in/s?k=Atonement
"Franz Kafka, Stanley Corngold",The Metamorphosis,3.78,"Book by Franz Kafka, Stanley Corngold",goodbooks,https://www.amazon.in/s?k=The+Metamorphosis
Rick Riordan,"The Titan's Curse (Percy Jackson and the Olympians, #3)",4.33,Book by Rick Riordan,goodbooks,"https://www.amazon.in/s?k=The+Titan's+Curse+(Percy+Jackson+and+the+Olympians,+#3)"
Ernest Cline,Ready Player One,4.31,Book by Ernest Cline,goodbooks,https://www.amazon.in/s?k=Ready+Player+One
Garth Stein,The Art of Racing in the Rain,4.19,Book by Garth Stein,goodbooks,https://www.amazon.in/s?k=The+Art+of+Racing+in+the+Rain
"Erik Larson, Tony Goldwyn","The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America",3.98,"Book by Erik Larson, Tony Goldwyn",goodbooks,"https://www.amazon.in/s?k=The+Devil+in+the+White+City:+Murder,+Magic,+and+Madness+at+the+Fair+That+Changed+America"
Sylvia Day,"Bared to You (Crossfire, #1)",4.19,Book by Sylvia Day,goodbooks,"https://www.amazon.in/s?k=Bared+to+You+(Crossfire,+#1)"
"C.S. Lewis, Pauline Baynes","The Chronicles of Narnia (Chronicles of Narnia, #1-7)",4.24,"Book by C.S. Lewis, Pauline Baynes",goodbooks,"https://www.amazon.in/s?k=The+Chronicles+of+Narnia+(Chronicles+of+Narnia,+#1-7)"
Mark Cotta Vaz,Twilight: The Complete Illustrated Movie Companion,4.23,Book by Mark Cotta Vaz,goodbooks,https://www.amazon.in/s?k=Twilight:+The+Complete+Illustrated+Movie+Companion
Dave Pelzer,"A Child Called ""It"" (Dave Pelzer #1)",4.08,Book by Dave Pelzer,goodbooks,"https://www.amazon.in/s?k=A+Child+Called+""It""+(Dave+Pelzer+#1)"
Robert Ludlum,"The Bourne Identity (Jason Bourne, #1)",3.98,Book by Robert Ludlum,goodbooks,"https://www.amazon.in/s?k=The+Bourne+Identity+(Jason+Bourne,+#1)"
Eoin Colfer,"Artemis Fowl (Artemis Fowl, #1)",3.82,Book by Eoin Colfer,goodbooks,"https://www.amazon.in/s?k=Artemis+Fowl+(Artemis+Fowl,+#1)"
Lauren Kate,"Fallen (Fallen, #1)",3.74,Book by Lauren Kate,goodbooks,"https://www.amazon.in/s?k=Fallen+(Fallen,+#1)"
John Steinbeck,East of Eden,4.35,Book by John Steinbeck,goodbooks,https://www.amazon.in/s?k=East+of+Eden
Gillian Flynn,Dark Places,3.92,Book by Gillian Flynn,goodbooks,https://www.amazon.in/s?k=Dark+Places
John Grisham,The Client,3.97,Book by John Grisham,goodbooks,https://www.amazon.in/s?k=The+Client
"Emma McLaughlin, Nicola Kraus","The Nanny Diaries (Nanny, #1)",3.4,"Book by Emma McLaughlin, Nicola Kraus",goodbooks,"https://www.amazon.in/s?k=The+Nanny+Diaries+(Nanny,+#1)"
"Lewis Carroll, John Tenniel, Martin Gardner",Alice's Adventures in Wonderland & Through the Looking-Glass,4.06,"Book by Lewis Carroll, John Tenniel, Martin Gardner",goodbooks,https://www.amazon.in/s?k=Alice's+Adventures+in+Wonderland+&+Through+the+Looking-Glass
"Jane Austen, James Kinsley, Deidre Shauna Lynch",Persuasion,4.13,"Book by Jane Austen, James Kinsley, Deidre Shauna Lynch",goodbooks,https://www.amazon.in/s?k=Persuasion
Tatiana de Rosnay,Sarah's Key,4.14,Book by Tatiana de Rosnay,goodbooks,https://www.amazon.in/s?k=Sarah's+Key
Stephen King,"The Gunslinger (The Dark Tower, #1)",3.99,Book by Stephen King,goodbooks,"https://www.amazon.in/s?k=The+Gunslinger+(The+Dark+Tower,+#1)"
"Gabriel García Márquez, Edith Grossman",Love in the Time of Cholera,3.89,"Book by Gabriel García Márquez, Edith Grossman",goodbooks,https://www.amazon.in/s?k=Love+in+the+Time+of+Cholera
Laurie Halse Anderson,Speak,4.0,Book by Laurie Halse Anderson,goodbooks,https://www.amazon.in/s?k=Speak
Liane Moriarty,The Husband's Secret,3.92,Book by Liane Moriarty,goodbooks,https://www.amazon.in/s?k=The+Husband's+Secret
Jon Krakauer,Into Thin Air: A Personal Account of the Mount Everest Disaster,4.11,Book by Jon Krakauer,goodbooks,https://www.amazon.in/s?k=Into+Thin+Air:+A+Personal+Account+of+the+Mount+Everest+Disaster
Stephen King,Carrie,3.93,Book by Stephen King,goodbooks,https://www.amazon.in/s?k=Carrie
Augusten Burroughs,Running with Scissors,3.7,Book by Augusten Burroughs,goodbooks,https://www.amazon.in/s?k=Running+with+Scissors
Max Brooks,World War Z: An Oral History of the Zombie War,4.01,Book by Max Brooks,goodbooks,https://www.amazon.in/s?k=World+War+Z:+An+Oral+History+of+the+Zombie+War
Dan Brown,"Inferno (Robert Langdon, #4)",3.8,Book by Dan Brown,goodbooks,"https://www.amazon.in/s?k=Inferno+(Robert+Langdon,+#4)"
Lois Lowry,Number the Stars,4.11,Book by Lois Lowry,goodbooks,https://www.amazon.in/s?k=Number+the+Stars
James Patterson,"Along Came a Spider (Alex Cross, #1)",4.08,Book by James Patterson,goodbooks,"https://www.amazon.in/s?k=Along+Came+a+Spider+(Alex+Cross,+#1)"
Stephen King,Misery,4.11,Book by Stephen King,goodbooks,https://www.amazon.in/s?k=Misery
Gillian Flynn,Sharp Objects,3.92,Book by Gillian Flynn,goodbooks,https://www.amazon.in/s?k=Sharp+Objects
Katherine Paterson,Bridge to Terabithia,3.98,Book by Katherine Paterson,goodbooks,https://www.amazon.in/s?k=Bridge+to+Terabithia
"P.C. Cast, Kristin Cast","Marked (House of Night, #1)",3.79,"Book by P.C. Cast, Kristin Cast",goodbooks,"https://www.amazon.in/s?k=Marked+(House+of+Night,+#1)"
Stephen R. Covey,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,4.05,Book by Stephen R. Covey,goodbooks,https://www.amazon.in/s?k=The+7+Habits+of+Highly+Effective+People:+Powerful+Lessons+in+Personal+Change
"William Shakespeare, Barbara A. Mowat, Paul Werstine, Catherine Belsey",A Midsummer Night's Dream,3.94,"Book by William Shakespeare, Barbara A. Mowat, Paul Werstine, Catherine Belsey",goodbooks,https://www.amazon.in/s?k=A+Midsummer+Night's+Dream
Jonathan Safran Foer,Extremely Loud and Incredibly Close,3.97,Book by Jonathan Safran Foer,goodbooks,https://www.amazon.in/s?k=Extremely+Loud+and+Incredibly+Close
R.J. Palacio,Wonder,4.43,Book by R.J. Palacio,goodbooks,https://www.amazon.in/s?k=Wonder
Dr. Seuss,The Cat in the Hat,4.15,Book by Dr. Seuss,goodbooks,https://www.amazon.in/s?k=The+Cat+in+the+Hat
Marissa Meyer,"Cinder (The Lunar Chronicles, #1)",4.15,Book by Marissa Meyer,goodbooks,"https://www.amazon.in/s?k=Cinder+(The+Lunar+Chronicles,+#1)"
"Robert Galbraith, J.K. Rowling","The Cuckoo's Calling (Cormoran Strike, #1)",3.83,"Book by Robert Galbraith, J.K. Rowling",goodbooks,"https://www.amazon.in/s?k=The+Cuckoo's+Calling+(Cormoran+Strike,+#1)"
Maggie Stiefvater,"Shiver (The Wolves of Mercy Falls, #1)",3.78,Book by Maggie Stiefvater,goodbooks,"https://www.amazon.in/s?k=Shiver+(The+Wolves+of+Mercy+Falls,+#1)"
"Ayn Rand, Leonard Peikoff",Atlas Shrugged,3.68,"Book by Ayn Rand, Leonard Peikoff",goodbooks,https://www.amazon.in/s?k=Atlas+Shrugged
"Greg Mortenson, David Oliver Relin",Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time,3.64,"Book by Greg Mortenson, David Oliver Relin",goodbooks,https://www.amazon.in/s?k=Three+Cups+of+Tea:+One+Man's+Mission+to+Promote+Peace+...+One+School+at+a+Time
"Jane Carruth, Lewis Carroll, Rene Cloke",Alice in Wonderland,4.03,"Book by Jane Carruth, Lewis Carroll, Rene Cloke",goodbooks,https://www.amazon.in/s?k=Alice+in+Wonderland
"Carlos Ruiz Zafón, Lucia Graves","The Shadow of the Wind (The Cemetery of Forgotten Books,  #1)",4.24,"Book by Carlos Ruiz Zafón, Lucia Graves",goodbooks,"https://www.amazon.in/s?k=The+Shadow+of+the+Wind+(The+Cemetery+of+Forgotten+Books,+#1)"
James Dashner,"The Scorch Trials (Maze Runner, #2)",3.93,Book by James Dashner,goodbooks,"https://www.amazon.in/s?k=The+Scorch+Trials+(Maze+Runner,+#2)"
Dale Carnegie,How to Win Friends and Influence People,4.13,Book by Dale Carnegie,goodbooks,https://www.amazon.in/s?k=How+to+Win+Friends+and+Influence+People
Frances Mayes,Under the Tuscan Sun,3.72,Book by Frances Mayes,goodbooks,https://www.amazon.in/s?k=Under+the+Tuscan+Sun
Liane Moriarty,Big Little Lies,4.2,Book by Liane Moriarty,goodbooks,https://www.amazon.in/s?k=Big+Little+Lies
Gail Carson Levine,Ella Enchanted,3.97,Book by Gail Carson Levine,goodbooks,https://www.amazon.in/s?k=Ella+Enchanted
Ernest Hemingway,The Sun Also Rises,3.83,Book by Ernest Hemingway,goodbooks,https://www.amazon.in/s?k=The+Sun+Also+Rises
Betty  Smith,A Tree Grows in Brooklyn,4.24,Book by Betty  Smith,goodbooks,https://www.amazon.in/s?k=A+Tree+Grows+in+Brooklyn
James Patterson,"Kiss the Girls (Alex Cross, #2)",3.93,Book by James Patterson,goodbooks,"https://www.amazon.in/s?k=Kiss+the+Girls+(Alex+Cross,+#2)"
Kristin Hannah,The Nightingale,4.54,Book by Kristin Hannah,goodbooks,https://www.amazon.in/s?k=The+Nightingale
Kazuo Ishiguro,Never Let Me Go,3.8,Book by Kazuo Ishiguro,goodbooks,https://www.amazon.in/s?k=Never+Let+Me+Go
Cecelia Ahern,P.S. I Love You,4.01,Book by Cecelia Ahern,goodbooks,https://www.amazon.in/s?k=P.S.+I+Love+You
"Daphne du Maurier, Sally Beauman",Rebecca,4.2,"Book by Daphne du Maurier, Sally Beauman",goodbooks,https://www.amazon.in/s?k=Rebecca
Daniel Keyes,Flowers for Algernon,4.07,Book by Daniel Keyes,goodbooks,https://www.amazon.in/s?k=Flowers+for+Algernon
"Laura Esquivel, Thomas  Christensen, Carol Christensen",Like Water for Chocolate,3.94,"Book by Laura Esquivel, Thomas  Christensen, Carol Christensen",goodbooks,https://www.amazon.in/s?k=Like+Water+for+Chocolate
Lisa See,Snow Flower and the Secret Fan,4.05,Book by Lisa See,goodbooks,https://www.amazon.in/s?k=Snow+Flower+and+the+Secret+Fan
"Mario Puzo, Robert Thompson, Peter Bart",The Godfather,4.36,"Book by Mario Puzo, Robert Thompson, Peter Bart",goodbooks,https://www.amazon.in/s?k=The+Godfather
John Green,An Abundance of Katherines,3.63,Book by John Green,goodbooks,https://www.amazon.in/s?k=An+Abundance+of+Katherines
Isaac Asimov,Foundation (Foundation #1),4.13,Book by Isaac Asimov,goodbooks,https://www.amazon.in/s?k=Foundation+(Foundation+#1)
Neil Gaiman,The Ocean at the End of the Lane,3.99,Book by Neil Gaiman,goodbooks,https://www.amazon.in/s?k=The+Ocean+at+the+End+of+the+Lane
Shel Silverstein,A Light in the Attic,4.34,Book by Shel Silverstein,goodbooks,https://www.amazon.in/s?k=A+Light+in+the+Attic
"John Tiffany, Jack Thorne, J.K. Rowling","Harry Potter and the Cursed Child - Parts One and Two (Harry Potter, #8)",3.75,"Book by John Tiffany, Jack Thorne, J.K. Rowling",goodbooks,"https://www.amazon.in/s?k=Harry+Potter+and+the+Cursed+Child+-+Parts+One+and+Two+(Harry+Potter,+#8)"
Lauren Oliver,"Delirium (Delirium, #1)",3.99,Book by Lauren Oliver,goodbooks,"https://www.amazon.in/s?k=Delirium+(Delirium,+#1)"
John Grisham,The Pelican Brief,3.95,Book by John Grisham,goodbooks,https://www.amazon.in/s?k=The+Pelican+Brief
Neil Gaiman,Coraline,4.03,Book by Neil Gaiman,goodbooks,https://www.amazon.in/s?k=Coraline
"Terry Pratchett, Neil Gaiman","Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",4.25,"Book by Terry Pratchett, Neil Gaiman",goodbooks,"https://www.amazon.in/s?k=Good+Omens:+The+Nice+and+Accurate+Prophecies+of+Agnes+Nutter,+Witch"
Jack Kerouac,On the Road,3.64,Book by Jack Kerouac,goodbooks,https://www.amazon.in/s?k=On+the+Road
Graeme Simsion,"The Rosie Project (Don Tillman, #1)",4.01,Book by Graeme Simsion,goodbooks,"https://www.amazon.in/s?k=The+Rosie+Project+(Don+Tillman,+#1)"
Nicholas Sparks,The Lucky One,4.1,Book by Nicholas Sparks,goodbooks,https://www.amazon.in/s?k=The+Lucky+One
"Ayn Rand, Leonard Peikoff",The Fountainhead,3.85,"Book by Ayn Rand, Leonard Peikoff",goodbooks,https://www.amazon.in/s?k=The+Fountainhead
Tom Clancy,"The Hunt for Red October (Jack Ryan Universe, #4)",4.01,Book by Tom Clancy,goodbooks,"https://www.amazon.in/s?k=The+Hunt+for+Red+October+(Jack+Ryan+Universe,+#4)"
Richard Adams,"Watership Down (Watership Down, #1)",4.05,Book by Richard Adams,goodbooks,"https://www.amazon.in/s?k=Watership+Down+(Watership+Down,+#1)"
Mindy Kaling,Is Everyone Hanging Out Without Me? (And Other Concerns),3.84,Book by Mindy Kaling,goodbooks,https://www.amazon.in/s?k=Is+Everyone+Hanging+Out+Without+Me?+(And+Other+Concerns)
Abraham Verghese,Cutting for Stone,4.28,Book by Abraham Verghese,goodbooks,https://www.amazon.in/s?k=Cutting+for+Stone
"C.S. Lewis, Pauline Baynes","The Voyage of the Dawn Treader (Chronicles of Narnia, #3)",4.08,"Book by C.S. Lewis, Pauline Baynes",goodbooks,"https://www.amazon.in/s?k=The+Voyage+of+the+Dawn+Treader+(Chronicles+of+Narnia,+#3)"
Robert Louis Stevenson,Treasure Island,3.82,Book by Robert Louis Stevenson,goodbooks,https://www.amazon.in/s?k=Treasure+Island
Rick Riordan,"The Son of Neptune (The Heroes of Olympus, #2)",4.44,Book by Rick Riordan,goodbooks,"https://www.amazon.in/s?k=The+Son+of+Neptune+(The+Heroes+of+Olympus,+#2)"
Stephen King,11/22/63,4.29,Book by Stephen King,goodbooks,https://www.amazon.in/s?k=11/22/63
Eric Carle,The Very Hungry Caterpillar Board Book,4.29,Book by Eric Carle,goodbooks,https://www.amazon.in/s?k=The+Very+Hungry+Caterpillar+Board+Book
Kurt Vonnegut Jr.,Cat's Cradle,4.18,Book by Kurt Vonnegut Jr.,goodbooks,https://www.amazon.in/s?k=Cat's+Cradle
"H.G. Wells, Greg Bear, Carlo Pagetti",The Time Machine,3.87,"Book by H.G. Wells, Greg Bear, Carlo Pagetti",goodbooks,https://www.amazon.in/s?k=The+Time+Machine
"Todd Burpo, Lynn Vincent",Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,4.01,"Book by Todd Burpo, Lynn Vincent",goodbooks,https://www.amazon.in/s?k=Heaven+is+for+Real:+A+Little+Boy's+Astounding+Story+of+His+Trip+to+Heaven+and+Back
